程序导标记，不用翻译,,
STRID,LAN,Remark
npc_10011,"Guard of Captain Murmond",
npc_10012,"Huge Pincers Crab",
npc_10013,"Irradiated Huge Pincess Crab",
npc_10014,"Iron Turtle",
npc_10015,"Island Wild Boar",
npc_10016,"Coconut Mouse",
npc_10017,"[MOD]Butterfly",
guangchanghuayuan,West Palace Cave,
sanshengdian,West Palace Altar,
cangjingge,Palace Secret Room,
huayuanhuilang,West Palace Road,
sanshengshan,West Palace Ruins,
tongtianta,West Palace Tomb,
siguoting,West Bear Cave,
shengdiancanhai,West Palace Stairs,
npc_6102,Zhang Er,
npc_6103,Qiu Sher,
npc_6104,Yu Yi,
npc_6105,Zoo Duo,
npc_6106,Zoo Duo,
npc_6107,,
npc_6108,,
npc_6109,,
npc_6110,,
npc_6111,,
npc_6112,West Palace Merchant,
npc_6114,West Palace Follower,
npc_6115,Water Spirit Statue,
npc_6116,Water Spirit Statue,
npc_6117,Fire Spirit Statue,
npc_6118,Earth Spirit Statue,
npc_6119,Water Spirit General,
npc_6120,Water Spirit General,
npc_6121,Fire Spirit General,
npc_6122,Earth Spirit General,
npc_6123,Zhang Er,
npc_6124,Earth Hercules,
npc_6125,Rebel Army-Executioner,
npc_6126,Female Guard,
npc_6127,Junior Fire Soldier,
npc_6128,Fire Avatar,
npc_6129,Junior Earth Soldier,
npc_6130,Earth Avatar,
npc_6131,Junior Water Soldier,
npc_6132,Water Avatar,
npc_6133,Halidom Guard,
npc_8100,Golden Lotus Lamp,
npc_8101,Golden Lotus Lamp,
npc_8102,Golden Lotus Lamp,
npc_8103,Golden Lotus Lamp,
npc_8104,Golden Lotus Lamp,
npc_8105,Golden Lotus Lamp,
npc_8106,Golden Lotus Lamp,
npc_8107,Golden Lotus Lamp,
npc_8108,Golden Lotus Lamp,
npc_8109,Golden Lotus Lamp,
npc_8110,Golden Lotus Lamp,
npc_8111,Golden Lotus Lamp,
npc_8112,Golden Lotus Lamp,
npc_8113,Golden Lotus Lamp,
npc_8114,Poisoner Mo Shi,
npc_8115,Yue Wen,
npc_8116,Si Ming,
npc_8117,Tan Wu Chen,
npc_8118,Cui Ying,
npc_8119,Hua Wu Xie,
npc_8120,Gold Demon,
npc_8121,Fire Demon,
npc_8122,Water Demon,
npc_8123,Wood Demon,
npc_8124,Blue Edge Taoist,
npc_8125,Red Giant Rockman,
npc_8126,Samana Chopper,
npc_8127,Fire Priest,
npc_8128,Haunting Swordman,
npc_8129,Haunting Swordman,
npc_8130,Samana Chopper,
npc_8131,Spirit beast Hunter,
npc_8132,Black Masker,
npc_8133,Poison Fire Pot,
npc_8134,Blood Thirsty Swordsman,
npc_8135,Brutal Sha Men,
npc_8136,Cold Blooded Masker,
npc_8137,Samana Chopper,
npc_8138,Black Masker,
npc_8139,Haunting Swordman,
npc_8140,Lava Giant,
npc_8141,Samana Chopper,
npc_8142,Samana Chopper,
npc_8143,Samana Chopper,
npc_8144,Samana Chopper,
npc_8145,Samana Chopper,
npc_8146,Samana Chopper,
npc_8147,Samana Chopper,
npc_8148,Icy Blade Taoist
npc_8149,FireMonk Statue,
npc_8150,Small Lavaman,
npc_8200,Soul of Hong's Wife,
npc_8201,Soul of Reviviscent Green Robe Master,
npc_8202,Peacok Wizard,
npc_8203,Peacok Monk,
npc_8204,Peacok Fairy,
npc_8205,Peacok Assasin,
npc_8206,Peacok Tamer,
npc_8207,Peacok Sorrow Admin,
npc_8208,Soul of Golden Star Tao Guo,
npc_8209,Blood Palace Box,
npc_8210,Captain Blackbeard,
npc_8211,Dryad's,
npc_8212,Gift Points Giver,
npc_8213,Pirate Lair Entrance,
npc_8214,Saturn Palace Entrance,
npc_8215,Tiger Cave Entrance,
npc_8216,Jade City Entrance,
npc_8217,Pirate Lair Exit,
npc_8218,Teleporter,
npc_8219,Loyal Pirate,
npc_8220,Lang Fei,
npc_8221,Friendly Pirate,
npc_8222,Aptida,
npc_8223,Octopus King,
npc_8224,White Sharks Gang,
npc_8225,White Gang,
npc_8226,Ghost Patrol,
npc_8227,Asura Lord,
npc_8228,Asura Hades Lord Fighter,
npc_8229,Asura Hades Fighter,
npc_8230,Asura Hades Patrol,
npc_8232,Jing Gou,
npc_8233,Magic Parrot,
npc_8235,Angry Elephant,
npc_8236,Merino Deserter,
npc_8237,Angry Fox,
npc_8238,Jade Servant,
npc_8239,Fighting Disciple Veteran,
npc_8240,Muscle Clawman Veteran,
npc_8241,Guly Horn Horse Veteran,
npc_8242,Evil Apprentice Veteran,
npc_8243,Jade Sword Ghost,
npc_8244,Ninja Captain,
npc_8245,Jade Witch,
npc_8246,Jade Eagle,
npc_8247,Jade Hercule,
npc_8248,Jade Sword,
npc_8249,Jade Sword,
ecypt_entertigercave,A Jade Key is required in entering the Tiger Cave.,
icedream,Saturn Palace,
npc_8261,Saturn Palace Exit,
npc_8262,Tiger Cave Exit,
